,NOMBRE_VERTIDO,TITULAR,MUNICIPIO,PROVINCIA,UTM X  Huso 30,UTM Y  Huso 30,MEDIO     RECEPTOR,NATURALEZA_VERTIDO,CARACT_VERTIDO,VOLUMEN_m3_ano,NATURALEZA_RECEPTOR,REF_EXPEDIENTE,tipo_titular
1458,EDAR MOGARRAZ,AYUNTAMIENTO DE MOGARRAZ,MOGARRAZ,SALAMANCA,241475.0,4486660.0,ARROYO NOGAL DE LAS HORQUETAS,URBANO O ASIMILABLE,<2.000 h-e,25596.0,CATEGORÍA I,AV-0074/2013,A
1459,EDAR MONFORTE DE LA SIERRA,AYUNTAMIENTO DE MONFORTE DE LA SIERRA,MONFORTE DE LA SIERRA,SALAMANCA,241214.0,4485974.0,AFLUENTE DEL ARROYO DE LOS MILANOS DE LAS TISNERAS,URBANO O ASIMILABLE,<2.000 h-e,7938.0,CATEGORÍA I,AV-0067/2013,A
1460,PERSONA FÍSICA (ASEOS OFICINA),PERSONA FÍSICA,MONTEMAYOR DEL RIO,SALAMANCA,253665.0,4470204.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,41.7,CATEGORÍA I,AV-0068/2021,F
1461,EDAR EL CASARITO,AYUNTAMIENTO DE NAVA DE FRANCIA,NAVA DE FRANCIA,SALAMANCA,234165.0,4489974.0,ARROYO FRANCOS,URBANO O ASIMILABLE,<2.000 h-e,16425.0,CATEGORÍA I,AV-0044/2020,A
1462,PERSONA FÍSICA (CASA RURAL),PERSONA FÍSICA,NAVACARROS,SALAMANCA,268280.0,4475707.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1642.5,CATEGORÍA I,AV-0150/2007,F
1463,CHIRINGUITO LA CALLEJA,PERSONA FÍSICA,PEÑACABALLERA,SALAMANCA,257750.0,4469754.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,415.5,CATEGORÍA I,AV-0008/2022,F
1464,EDAR SAN MARTÍN DEL CASTAÑAR ESTE,AYUNTAMIENTO DE SAN MARTIN DEL CASTAÑAR,SAN MARTIN DEL CASTAÑAR,SALAMANCA,240625.0,4490210.0,AFLUENTE DEL REGATO DEL MANZANAL,URBANO O ASIMILABLE,<2.000 h-e,10100.0,CATEGORÍA I,AV-0070/2013,A
1465,EDAR SAN MARTÍN DEL CASTAÑAR OESTE,AYUNTAMIENTO DE SAN MARTIN DEL CASTAÑAR,SAN MARTIN DEL CASTAÑAR,SALAMANCA,240245.0,4490170.0,ARROYO CORRAL DE FRÍAS,URBANO O ASIMILABLE,<2.000 h-e,10100.0,CATEGORÍA I,AV-0071/2013,A
1466,CAMPAMENTO JUVENIL LA LEGORIZA,JUNTA CASTILLA Y LEON,SAN MARTIN DEL CASTAÑAR,SALAMANCA,237429.0,4489788.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1569.0,CATEGORÍA I,AV-0129/2004,A
1467,CAMPING NATURALEZA,VIDA NATURAL SOCIEDAD COOPERATIVA,SAN MIGUEL DE VALERO,SALAMANCA,253376.0,4493630.0,REGATO SAN MIGUEL DE VALERO,URBANO O ASIMILABLE,<2.000 h-e,2950.0,CATEGORÍA I,AV-0046/2017,J
1468,EDAR LOS SANTOS,AYUNTAMIENTO DE LOS SANTOS,SANTOS (LOS),SALAMANCA,262519.0,4492322.0,ARROYO LOS SANTOS,URBANO O ASIMILABLE,2.000-10.000 h-e,128401.0,CATEGORÍA I,AV-0067/2019,A
1469,EDAR SEQUEROS,AYUNTAMIENTO DE SEQUEROS,SEQUEROS,SALAMANCA,243740.0,4488575.0,ARROYO DEL MORAL,URBANO O ASIMILABLE,<2.000 h-e,18576.0,CATEGORÍA I,AV-0055/2016,A
1470,CAMPING VEGA DE FRANCIA,"GAYO MARTIN, S.L.",SOTOSERRANO,SALAMANCA,244549.0,4479812.0,RÍO ALAGÓN,URBANO O ASIMILABLE,<2.000 h-e,5700.0,CATEGORÍA I,AV-0072/1999,J
1471,ALMAZARA PEÑA LOBERA (ASEOS),"PEÑA LOBERA, S.L.",SOTOSERRANO,SALAMANCA,242506.0,4478313.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,274.0,CATEGORÍA I,AV-0120/2003,J
1472,EDAR SOTOSERRANO,AYUNTAMIENTO DE SOTOSERRANO,SOTOSERRANO,SALAMANCA,243255.0,4479900.0,ARROYO DE CASTALAÑEJO,URBANO O ASIMILABLE,<2.000 h-e,51408.0,CATEGORÍA III,AV-0102/2023,A
1473,RESTAURANTE LA CORROBLA,"LA CORROBLA, S.L.L.",VALLEJERA DE RIOFRIO,SALAMANCA,269602.0,4477516.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1500.0,CATEGORÍA I,AV-0078/2000,J
1474,EDAR VALLEJERA DE RIOFRÍO,AYUNTAMIENTO DE VALLEJERA DE RIOFRIO,VALLEJERA DE RIOFRIO,SALAMANCA,269215.0,4476509.0,REGATO DE FRESNEDAS,URBANO O ASIMILABLE,<2.000 h-e,7551.0,CATEGORÍA I,AV-0004/2021,A
1475,EDAR VILLANUEVA DEL CONDE,AYUNTAMIENTO DE VILLANUEVA DEL CONDE,VILLANUEVA DEL CONDE,SALAMANCA,245213.0,4488727.0,ARROYO NOGAL CARABEO,URBANO O ASIMILABLE,<2.000 h-e,17100.0,CATEGORÍA I,AV-0001/2020,A
1476,ZONA RECREATIVA LA CASA DEL TÍO ALPARGATA,AYUNTAMIENTO DE GUADALAVIAR,ALBARRACIN,TERUEL,605900.0,4468660.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1150.0,CATEGORÍA I,AV-0006/2014,A
1477,EDAR BRONCHALES,AYUNTAMIENTO DE BRONCHALES,BRONCHALES,TERUEL,620382.0,4487005.0,BARRANCO DEL MOLINO ROTO,URBANO O ASIMILABLE,2.000-10.000 h-e,184500.0,CATEGORÍA III,AV-0084/2023,A
1478,MERENDERO FUENTE DEL CANTO,AYUNTAMIENTO DE BRONCHALES,BRONCHALES,TERUEL,615831.0,4484576.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0014/1999,A
1479,EDAR ORIHUELA DEL TREMEDAL,AYUNTAMIENTO DE ORIHUELA DEL TREMEDAL,ORIHUELA DEL TREMEDAL,TERUEL,616024.0,4490540.0,RÍO GALLO,URBANO O ASIMILABLE,<2.000 h-e,160000.0,CATEGORÍA III,AV-0104/2023,A
1480,EDAR RÓDENAS,AYUNTAMIENTO DE RODENAS,RODENAS,TERUEL,624927.0,4499307.0,RAMBLA DE LAS APUESTAS,URBANO O ASIMILABLE,<2.000 h-e,5768.0,CATEGORÍA I,AV-0134/2023,A
1481,ALMACÉN ULMA-AJOFRIN (ASEOS),"ULMA C Y E, SOC. COOP.",AJOFRIN,TOLEDO,415259.0,4400609.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1314.0,CATEGORÍA I,AV-0116/2003,
1482,ALMACEN DE MADERAS POLIMAT (ASEOS),"PRODUCTOS Y SERVICIOS POLIMAT, S.L.",AJOFRIN,TOLEDO,416301.0,4396844.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,91.25,CATEGORÍA I,AV-0093/2005,J
1483,ALMACEN DE FONTANERÍA (ASEOS),"LOS SIETE HERMANOS DEL BONILLO, S.L.",ALAMEDA DE LA SAGRA,TOLEDO,433028.0,4428640.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,48.0,CATEGORÍA I,AV-0092/2007,J
1484,EDAR ALBARREAL DE TAJO,AYUNTAMIENTO DE ALBARREAL DE TAJO,ALBARREAL DE TAJO,TOLEDO,395521.0,4416038.0,ARROYO BARCIENCE,URBANO O ASIMILABLE,<2.000 h-e,71781.0,CATEGORÍA I,AV-0018/2019,A
1485,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,ALCAUDETE DE LA JARA,TOLEDO,340510.0,4396230.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,292.0,CATEGORÍA I,AV-0042/1997,F
1486,FINCA LOS CAÑIJALES (VIVIENDAS),"VARGAS DE LORO, S.L.",ALCAUDETE DE LA JARA,TOLEDO,346663.0,4407616.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,438.0,CATEGORÍA I,AV-0030/2016,J
1487,E.T.R.U. ALCAUDETE DE LA JARA (ASEOS),CONSORCIO DE SS. PP. MEDIOAMBIENTALES DE TOLEDO,ALCAUDETE DE LA JARA,TOLEDO,344890.0,4404793.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,59.6,CATEGORÍA I,AV-0114/2004,
1488,CENTRAL HIDRÁULICA DE AZUTAN (ASEOS OFICINAS),"IBERDROLA GENERACION, S.A.U.",ALCOLEA DE TAJO,TOLEDO,321170.0,4405300.0,RÍO TAJO,URBANO O ASIMILABLE,<2.000 h-e,219.0,CATEGORÍA I,AV-0077/2001,J
1489,CENTRAL HIDRÁULICA DE AZUTAN (ASEOS CENTRAL),"IBERDROLA GENERACION, S.A.U.",ALCOLEA DE TAJO,TOLEDO,321179.0,4405278.0,RÍO TAJO,URBANO O ASIMILABLE,<2.000 h-e,274.0,CATEGORÍA I,AV-0106/2004,J
1490,EDAR ALDEA EN CABO,AYUNTAMIENTO DE ALDEA EN CABO,ALDEA EN CABO,TOLEDO,376636.0,4448605.0,ARROYO PARRALES,URBANO O ASIMILABLE,<2.000 h-e,9490.0,CATEGORÍA I,AV-0607/1987,A
1491,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,ALMENDRAL DE LA CAÑADA,TOLEDO,354727.0,4449963.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,278.0,CATEGORÍA I,AV-0083/2010,F
1492,EDAR ALMONACID DE TOLEDO,AYUNTAMIENTO DE ALMONACID DE TOLEDO,ALMONACID DE TOLEDO,TOLEDO,425128.0,4402569.0,RÍO GUAZALETE,URBANO O ASIMILABLE,<2.000 h-e,54416.0,CATEGORÍA I,AV-0136/2008,A
1493,GRANJA EL CANTO AGROALIMENTARIA (ASEOS),"EL CANTO AGROALIMENTARIA, S.L.",ALMONACID DE TOLEDO,TOLEDO,428834.0,4414237.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,702.0,CATEGORÍA I,AV-0109/2005,J
1494,URB. VALCARRILLO DEL ALBERCHE,COM. PROP. URB. VALCARILLO DEL ALBERCHE,ALMOROX,TOLEDO,384855.0,4449595.0,RÍO ALBERCHE,URBANO O ASIMILABLE,<2.000 h-e,17812.0,CATEGORÍA I,AV-0038/2014,J
1495,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,ALMOROX,TOLEDO,382387.0,4458917.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,87.5,CATEGORÍA I,AV-0066/2020,F
1496,EDAR ALMOROX,AYUNTAMIENTO DE ALMOROX,ALMOROX,TOLEDO,382952.0,4452669.0,ARROYO CARCABONES,URBANO O ASIMILABLE,2.000-10.000 h-e,324120.0,CATEGORÍA I,AV-0099/2004,A
1497,EDAR AÑOVER DE TAJO,AYUNTAMIENTO DE AÑOVER DE TAJO,AÑOVER DE TAJO,TOLEDO,435130.0,4425020.0,RÍO TAJO,URBANO O ASIMILABLE,>10.000 h-e,692040.0,CATEGORÍA I,AV-0066/2010,A
1498,NAVE NÚCLEO ZOOLÓGICO ARCICOLLAR (ASEOS),PERSONA FÍSICA,ARCICOLLAR,TOLEDO,402834.0,4435272.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,55.0,CATEGORÍA I,AV-0025/2022,F
1499,CASA RURAL LOS NOGALES DE AZUTÁN,PERSONA FÍSICA,AZUTAN,TOLEDO,315113.0,4407204.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.0,CATEGORÍA I,AV-0039/2012,F
1500,CAMPO DE TIRO LA ISLA (BAR-RESTAURANTE),PERSONA FÍSICA,AZUTAN,TOLEDO,315350.0,4406183.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,876.0,CATEGORÍA I,AV-0027/2016,F
1501,MATADERO DE AVES NUTRAVE,"NUTRAVE, S.A.",BARGAS,TOLEDO,411610.0,4428461.0,ARROYO DEL MONTE,INDUSTRIAL,CLASE 2 Resto,292000.0,CATEGORÍA I,AV-0124/2021,J
1502,HOSTAL FINCA CANTURIAS,"DISCAPUBLICIDAD, S.L.",BELVIS DE LA JARA,TOLEDO,332415.0,4410635.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1898.0,CATEGORÍA I,AV-0074/2000,J
1503,AGUA DE VALTORRE (PLANTA AGUA MINERAL),"AGUA DE VALTORRE, S.A.",BELVIS DE LA JARA,TOLEDO,333835.0,4400345.0,RÍO TAMUJOSO,INDUSTRIAL,CLASE 1 Resto,2213.0,CATEGORÍA I,AV-0029/1995,J
1504,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,BELVIS DE LA JARA,TOLEDO,333842.0,4402495.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,7.3,CATEGORÍA I,AV-0078/2023,F
1505,PERSONA FÍSICA (NAVE AGRÍCOLA),PERSONA FÍSICA,BELVIS DE LA JARA,TOLEDO,333463.0,4401098.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,292.0,CATEGORÍA I,AV-0031/2017,F
1506,URB. NUEVO BOROX (EDAR Nº5),AYUNTAMIENTO DE BOROX,BOROX,TOLEDO,438981.0,4432488.0,FILTRO VERDE,URBANO O ASIMILABLE,<2.000 h-e,26280.0,CATEGORÍA I,AV-0507/1990,A
1507,URB. NUEVO BOROX (EDAR Nº8),AYUNTAMIENTO DE BOROX,BOROX,TOLEDO,438396.0,4432828.0,FILTRO VERDE,URBANO O ASIMILABLE,<2.000 h-e,13140.0,CATEGORÍA I,AV-0510/1990,A
1508,URB. NUEVO BOROX (EDAR Nº3),AYUNTAMIENTO DE BOROX,BOROX,TOLEDO,439526.0,4432544.0,FILTRO VERDE,URBANO O ASIMILABLE,<2.000 h-e,13140.0,CATEGORÍA I,AV-0505/1990,A
1509,URB. NUEVO BOROX (EDAR Nº4),AYUNTAMIENTO DE BOROX,BOROX,TOLEDO,439419.0,4432519.0,FILTRO VERDE,URBANO O ASIMILABLE,<2.000 h-e,13140.0,CATEGORÍA I,AV-0506/1990,A
1510,URB. NUEVO BOROX (EDAR Nº6),AYUNTAMIENTO DE BOROX,BOROX,TOLEDO,438435.0,4432358.0,FILTRO VERDE,URBANO O ASIMILABLE,<2.000 h-e,10950.0,CATEGORÍA I,AV-0508/1990,A
1511,URB. NUEVO BOROX (EDAR Nº7),AYUNTAMIENTO DE BOROX,BOROX,TOLEDO,438213.0,4432395.0,FILTRO VERDE,URBANO O ASIMILABLE,<2.000 h-e,8760.0,CATEGORÍA I,AV-0509/1990,A
1512,URB. NUEVO BOROX (EDAR Nº1),AYUNTAMIENTO DE BOROX,BOROX,TOLEDO,440004.0,4432430.0,FILTRO VERDE,URBANO O ASIMILABLE,<2.000 h-e,8760.0,CATEGORÍA I,AV-0503/1990,A
1513,URB. NUEVO BOROX (EDAR Nº2),AYUNTAMIENTO DE BOROX,BOROX,TOLEDO,439744.0,4432543.0,FILTRO VERDE,URBANO O ASIMILABLE,<2.000 h-e,13140.0,CATEGORÍA I,AV-0504/1990,A
1514,EDAR BOROX,AYUNTAMIENTO DE BOROX,BOROX,TOLEDO,436975.0,4433820.0,ARROYO BOROX,URBANO O ASIMILABLE,>10.000 h-e,1322760.0,CATEGORÍA I,AV-0065/2010,A
1515,RESIDENCIA Y CRIADERO DE MASCOTAS BOROX,"RESIDENCIA DE MASCOTAS BOROX, S.L.",BOROX,TOLEDO,436869.0,4434290.0,TERRENO,INDUSTRIAL,CLASE 1 Resto,620.0,CATEGORÍA I,AV-0019/2017,J
1516,RESIDENCIA JARDIN DE GREDOS,"JARDIN DE GREDOS, S.A.",BUENAVENTURA,TOLEDO,341386.0,4451618.0,ARROYO TAMUJOSO,URBANO O ASIMILABLE,<2.000 h-e,4562.0,CATEGORÍA I,AV-0141/2023,J
1517,EDAR AJOFRÍN-BURGUILLOS DE TOLEDO,MANCOMUNIDAD DE MUNICIPIOS ARROYO DE LA ROSA,BURGUILLOS DE TOLEDO,TOLEDO,414248.0,4407242.0,ARROYO LA ROSA,URBANO O ASIMILABLE,2.000-10.000 h-e,525600.0,CATEGORÍA I,AV-0124/2008,J
1518,"MURATI, S.A. (VIV. UNIFAMILIAR)","MURATI, S.A.",BURUJON,TOLEDO,392910.0,4412769.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,470.0,CATEGORÍA I,AV-0098/2008,J
1519,EDAR BURUJÓN,AYUNTAMIENTO DE BURUJON,BURUJON,TOLEDO,388841.0,4414882.0,ARROYO BURUJON,URBANO O ASIMILABLE,<2.000 h-e,258742.0,CATEGORÍA I,AV-0026/2015,A
1520,PLANTA DE AGUA MINERAL AGUA DOY,"FUENTE AREVALILLO, S.L.",CALERA Y CHOZAS,TOLEDO,328727.0,4417512.0,ARROYO LA CAÑADA,INDUSTRIAL,CLASE 1 Resto,32448.0,CATEGORÍA I,AV-0194/2023,J
1521,"E.S. CTRA. A-5, KM 137,300","GALP ENERGÍA ESPAÑA, S.A.U.",CALERA Y CHOZAS,TOLEDO,324030.0,4420580.0,AFLUENTE DEL ARROYO DEL CONTINUO,URBANO O ASIMILABLE,<2.000 h-e,6151.0,CATEGORÍA I,AV-0044/1997,J
1522,PLANTA AGUA MINERAL BASILIO RIVERA E HIJOS,"BASILIO RIVERA E HIJOS, S.A.",CALERA Y CHOZAS,TOLEDO,320360.0,4416615.0,ARROYO DE LOS CHORLITOS,INDUSTRIAL,CLASE 1 Resto,17680.0,CATEGORÍA I,AV-0087/2007,J
1523,"E.S. CTRA. A-5, KM 159 (M.I.)","REPSOL COMERCIAL DE PRODUCTOS PETROLÍFEROS, S.A.",CALZADA DE OROPESA,TOLEDO,302913.0,4418702.0,ARROYO DEL VENERO,URBANO O ASIMILABLE,<2.000 h-e,7214.0,CATEGORÍA I,AV-0048/2009,J
1524,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CAMARENA,TOLEDO,406490.0,4436043.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,532.0,CATEGORÍA I,AV-0131/2005,F
1525,URB. MONTEVIEJO I,E.U.C.C. URB. MONTEVIEJO I,CAMARENA,TOLEDO,405175.0,4443779.0,AFLUENTE DEL ARROYO DE LAS VENTAS,URBANO O ASIMILABLE,<2.000 h-e,36719.0,CATEGORÍA I,AV-0025/2016,
1526,EDAR CAMARENA-CAMARENILLA-ARCICÓLLAR,AYUNTAMIENTO DE CAMARENA,CAMARENILLA,TOLEDO,408317.0,4427159.0,ARROYO CAMARENILLA,URBANO O ASIMILABLE,2.000-10.000 h-e,791816.0,CATEGORÍA I,AV-0060/2023,A
1527,URB. ATALAYA DEL ALBERCHE (VERTIENTE NORTE),AYUNTAMIENTO DE CARDIEL DE LOS MONTES,CARDIEL DE LOS MONTES,TOLEDO,360391.0,4434785.0,RÍO ALBERCHE,URBANO O ASIMILABLE,<2.000 h-e,40880.0,CATEGORÍA I,AV-0093/2007,A
1528,URB. ATALAYA DEL ALBERCHE (VERTIENTE SUR),AYUNTAMIENTO DE CARDIEL DE LOS MONTES,CARDIEL DE LOS MONTES,TOLEDO,359379.0,4434360.0,ARROYO SAUCEDOSO,URBANO O ASIMILABLE,<2.000 h-e,40880.0,CATEGORÍA I,AV-0125/2008,A
1529,EDAR CARDIEL DE LOS MONTES,AYUNTAMIENTO DE CARDIEL DE LOS MONTES,CARDIEL DE LOS MONTES,TOLEDO,359325.0,4435655.0,ARROYO SAUCEDOSO,URBANO O ASIMILABLE,<2.000 h-e,56940.0,CATEGORÍA I,AV-0110/2003,A
1530,ALMAZARA CASAS DE HUALDO (ASEOS),"CASAS DE HUALDO, S.L.",CARPIO DE TAJO (EL),TOLEDO,375159.0,4407342.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,90.0,CATEGORÍA I,AV-0064/2009,J
1531,CENTRAL HIDROELÉCTRICA DE CASTREJON (ASEOS),"GAS NATURAL SDG, S.A.",CARPIO DE TAJO (EL),TOLEDO,373863.0,4412380.0,RÍO TAJO,URBANO O ASIMILABLE,<2.000 h-e,547.0,CATEGORÍA I,AV-0078/2001,J
1532,FINCA CANTARRANAS (VIVIENDAS),"AGRO ARDOSA, S.L.",CASAR DE ESCALONA (EL),TOLEDO,373629.0,4435513.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,292.0,CATEGORÍA I,AV-0045/2014,J
1533,CENTRO RECOGIDA DE ANIMALES ASOCIACIÓN LAS NIEVES,PERSONA FÍSICA,CASARRUBIOS DEL MONTE,TOLEDO,408228.0,4457312.0,TERRENO,INDUSTRIAL,CLASE 3 Resto,1095.0,CATEGORÍA I,AV-0100/2007,F
1534,"E.S. CTRA. A-5, KM 47,700 M.D. (ASEOS)","NACINCO 47, S.L.",CASARRUBIOS DEL MONTE,TOLEDO,403371.0,4448898.0,ARROYO DE FONTARRONES,URBANO O ASIMILABLE,<2.000 h-e,33050.0,CATEGORÍA I,AV-0036/1995,J
1535,EDAR CASARRUBIOS DEL MONTE,AYUNTAMIENTO DE CASARRUBIOS DEL MONTE,CASARRUBIOS DEL MONTE,TOLEDO,414857.0,4448627.0,ARROYO OLIVAR,URBANO O ASIMILABLE,2.000-10.000 h-e,450410.0,CATEGORÍA I,AV-0114/2008,A
1536,AERÓDROMO CASARRUBIOS AEROHOBBY (ASEOS),"AEROHOBBY AVIACIÓN DEPORTIVA, S.L.",CASARRUBIOS DEL MONTE,TOLEDO,412963.0,4454084.0,ARROYO DE LA BENITA GRANDE,URBANO O ASIMILABLE,<2.000 h-e,7300.0,CATEGORÍA I,AV-0071/2006,J
1537,"E.S. CTRA. N-404, KM 3,640 (ASEOS)","AREA DE SERVICIOS EL ÁLAMO, S.L.",CASARRUBIOS DEL MONTE,TOLEDO,410503.0,4453083.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,277.0,CATEGORÍA I,AV-0141/2008,J
1538,URB. CALYPO FADO,AYUNTAMIENTO DE CASARRUBIOS DEL MONTE,CASARRUBIOS DEL MONTE,TOLEDO,408466.0,4456157.0,ARROYO DEL PRADILLO,URBANO O ASIMILABLE,2.000-10.000 h-e,590511.0,CATEGORÍA I,AV-0076/2019,A
1539,URB. MONTENUEVO,E.U.C.C. MONTENUEVO,CASARRUBIOS DEL MONTE,TOLEDO,414599.0,4451311.0,ARROYO CUESTA BLANCA,URBANO O ASIMILABLE,<2.000 h-e,15000.0,CATEGORÍA I,AV-0024/1995,
1540,EDAR CASASBUENAS,AYUNTAMIENTO DE CASASBUENAS,CASASBUENAS,TOLEDO,404964.0,4400746.0,FILTRO VERDE,URBANO O ASIMILABLE,<2.000 h-e,25550.0,CATEGORÍA I,AV-0065/2000,A
1541,EDAR CASTILLO DE BAYUELA,AYUNTAMIENTO DE CASTILLO DE BAYUELA,CASTILLO DE BAYUELA,TOLEDO,357165.0,4440240.0,ARROYO INNOMINADO,URBANO O ASIMILABLE,2.000-10.000 h-e,167900.0,CATEGORÍA I,AV-0015/2018,A
1542,"E.S. CTRA. A-5, KM 104,370 (M.I.)","REPSOL COMERCIAL DE PRODUCTOS PETROLÍFEROS, S.A.",CAZALEGAS,TOLEDO,354510.0,4427809.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,4855.0,CATEGORÍA I,AV-0031/2013,J
1543,POL. IND. CÁNDIDO ZAMORA,COM. PROP. POL. IND. CÁNDIDO ZAMORA,CAZALEGAS,TOLEDO,349690.0,4426593.0,RÍO ALBERCHE,URBANO O ASIMILABLE,<2.000 h-e,43070.0,CATEGORÍA I,AV-0035/1995,J
1544,"E.S. CTRA. A-5, KM 103,250 (M.D.) (ASEOS)","REPSOL COMERCIAL DE PRODUCTOS PETROLÍFEROS, S.A.",CAZALEGAS,TOLEDO,355528.0,4428470.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2518.0,CATEGORÍA I,AV-0069/2011,J
1545,EDAR CAZALEGAS,AYUNTAMIENTO DE CAZALEGAS,CAZALEGAS,TOLEDO,353360.0,4430331.0,RÍO ALBERCHE,URBANO O ASIMILABLE,2.000-10.000 h-e,292000.0,CATEGORÍA I,AV-0107/2008,A
1546,GRANJA AVIPRADO (ASEOS),"CAMAR AGROALIMENTARIA, S.L.",CEDILLO DEL CONDADO,TOLEDO,419607.0,4435542.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,234.0,CATEGORÍA I,AV-0101/2007,J
1547,URB. TOCECANTOS,E.U.C.C. TOCECANTOS,CEDILLO DEL CONDADO,TOLEDO,421147.0,4435564.0,ARROYO TOCENAQUE,URBANO O ASIMILABLE,<2.000 h-e,35040.0,CATEGORÍA I,AV-0023/1995,
1548,E.T.R.U. CEDILLO DEL CONDADO (ASEOS),CONSORCIO DE SS. PP. MEDIOAMBIENTALES DE TOLEDO,CEDILLO DEL CONDADO,TOLEDO,419025.0,4433640.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,59.6,CATEGORÍA I,AV-0112/2004,
1549,GRANJA AVÍCOLA CAMAR (ASEOS),"CAMAR AGROALIMENTARIA, S.L.",CEDILLO DEL CONDADO,TOLEDO,420319.0,4436252.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,949.0,CATEGORÍA I,AV-0102/2007,J
1550,"E.S. CTRA. A-5, KM 91,850","REPSOL COMERCIAL DE PRODUCTOS PETROLÍFEROS, S.A.",CERRALBOS (LOS),TOLEDO,366652.0,4430767.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2024.0,CATEGORÍA I,AV-0086/2001,J
1551,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,CERRALBOS (LOS),TOLEDO,364454.0,4428559.0,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2920.0,CATEGORÍA I,AV-0065/2006,F
1552,URB. EL CAÑIZO,E.U.C.C. URB. EL CAÑIZO,CHOZAS DE CANALES,TOLEDO,412234.0,4437070.0,RÍO GUADARRAMA,URBANO O ASIMILABLE,<2.000 h-e,8760.0,CATEGORÍA I,AV-0049/1997,
1553,EDAR CHOZAS DE CANALES,AYUNTAMIENTO DE CHOZAS DE CANALES,CHOZAS DE CANALES,TOLEDO,412412.0,4438800.0,ARROYO LA PRESA,URBANO O ASIMILABLE,2.000-10.000 h-e,386630.0,CATEGORÍA I,AV-0113/2008,A
1554,URB. EL VAQUERIZO,E.U.C. EL VAQUERIZO,CHOZAS DE CANALES,TOLEDO,412548.0,4439920.0,ARROYO DEL VAQUERIZO,URBANO O ASIMILABLE,<2.000 h-e,7300.0,CATEGORÍA I,AV-0058/2000,
1555,"E.S. CTRA. TO-4111-V, KM. 26 (ASEOS)","FAUSTINO AGUDO E HIJOS, S.L.",CHOZAS DE CANALES,TOLEDO,412425.0,4440197.0,ARROYO DEL VAQUERIZO,URBANO O ASIMILABLE,<2.000 h-e,182.0,CATEGORÍA I,AV-0025/2017,J
1556,URB. EL RIACHUELO,COM. PROP. URB. EL RIACHUELO,CHOZAS DE CANALES,TOLEDO,413244.0,4441180.0,ARROYO RIACHUELO,URBANO O ASIMILABLE,<2.000 h-e,7884.0,CATEGORÍA I,AV-0535/1990,J
1557,EDAR CHUECA,AYUNTAMIENTO DE CHUECA,CHUECA,TOLEDO,420322.0,4397673.0,ARROYO AFLUENTE DEL RÍO GUAZALETE,URBANO O ASIMILABLE,<2.000 h-e,50000.0,CATEGORÍA I,AV-0124/2023,A
